CanonicalSMILES	Name	Combined_ID	drop_duplicates	ClogP	dataset	SMILES	InChIKey
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C	Valsartan	aus_data_356+amar_data_429+snf_data_2583	True	4.161700000000002	aus+amar+snf	CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O	ACWBQPMHZXGDFX-QFIPXVFZSA-N
CCCCC(=O)O	Valeric acid	swe2_data_827	True	1.2612	swe2	CCCCC(=O)O	NQPDZGIKBAWPEJ-UHFFFAOYSA-N
CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O	MGK 264	swe2_data_574	True	3.009900000000002	swe2	CCCCC(CC)CN1C(=O)[C@H]2[C@@H]3C[C@H]([C@H]2C1=O)C=C3	WLLGXSLBOPFWQV-LFAHVKQVSA-N
CCCCC(CC)CNCC(CC)CCCC	Bis(2-ethylhexyl) amine	swe2_data_282	True	5.008800000000004	swe2	CCCCC(CC)CNCC(CC)CCCC	SAIKULLUBZKPDA-UHFFFAOYSA-N
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O	Dioctyl sulfosuccinic acid	swe2_data_388	True	4.152100000000004	swe2	CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O	HNSDLXPSAYFUHK-UHFFFAOYSA-N
CCCCC(CC)COC(=O)c1ccccc1C(=O)O	2-(((2-Ethylhexyl)oxy)carbonyl)benzoic acid	aus_data_336+amar_data_282	True	3.758000000000002	aus+amar	CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O	DJDSLBVSSOQSLW-UHFFFAOYSA-N
CCCCC(CCCCC(=O)O)c1ccc(S(=O)(=O)O)cc1	SPA-10C (SAMPLE)	swe2_data_744	True	3.852100000000002	swe2	CCCCC(CCCCC(=O)O)C1=CC=C(C=C1)S(=O)(=O)O	PLMAIIGPUFQJCH-UHFFFAOYSA-N
CCCCC(N)C(=O)O	L-Norleucine	aus_data_140	True	0.5884999999999998	aus	CCCC[C@@H](C(=O)O)N	LRQKBLKVPFOOQJ-YFKPBYRVSA-N
CCCCC(NC(C)=O)C(=O)O	2-(Acetylamino)hexanoic acid	aus_data_285	True	0.7659	aus	CCCCC(C(=O)O)NC(=O)C	JDMCEGLQFSOMQH-UHFFFAOYSA-N
CCCCC(O)C(=O)O	2-Hydroxycaproic acid	amar_data_41	True	0.6221	amar	CCCCC(C(=O)O)O	NYHNVHGFPZAZGA-UHFFFAOYSA-N
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	Irbesartan	aus_data_130+amar_data_247+snf_data_2774+swe2_data_497	True	4.777400000000004	aus+amar+snf+swe2	CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5	YOSHYTLCDANDAN-UHFFFAOYSA-N
CCCCC=CC=CC=CCCCCCCCC(=O)O	alpha-Eleostearic acid	aus_data_275	True	5.660500000000005	aus	CCCC/C=C/C=C/C=C\CCCCCCCC(=O)O	CUXYLFPMQMFGPL-WPOADVJFSA-N
CCCCCC(=O)C=CC(=O)O	FA 9:2+1O	swe2_data_425	True	1.7766	swe2	CCCCCC(=O)/C=C/C(=O)O	QHYBPAALYZNWPK-VOTSOKGWSA-N
CCCCCC(=O)NCC(=O)O	Hexanoylglycine	amar_data_229+swe2_data_470	True	0.7674999999999998	amar+swe2	CCCCCC(=O)NCC(=O)O	UPCKIPHSXMXJOX-UHFFFAOYSA-N
CCCCCC(O)C(O)CC=CCCCCCCCC(=O)O	(+/-)12(13)-DiHOME	aus_data_0+swe2_data_421+swe2_data_0	True	4.050100000000003	aus+swe2	CCCCCC(C(CC=CCCCCCCCC(=O)O)O)O	CQSLTKIXAJTQGA-UHFFFAOYSA-N
CCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1	[6]-Gingerol	swe2_data_14	True	3.2338000000000022	swe2	CCCCC[C@@H](CC(=O)CCC1=CC(=C(C=C1)O)OC)O	NLDDIKRKFXEWBK-AWEZNQCLSA-N
CCCCCC=CC=CC(=O)CCCCCCCC(=O)O	9-Oxo-10(E),12(E)-octadecadienoic acid	aus_data_47	True	5.063500000000004	aus	CCCCC/C=C/C=C/C(=O)CCCCCCCC(=O)O	LUZSWWYKKLTDHU-SIGMCMEVSA-N
CCCCCC=CC=CC(=O)NCC(C)C	(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide	swe2_data_3	True	3.4513000000000016	swe2	CCCCC/C=C/C=C/C(=O)NCC(C)C	MAGQQZHFHJDIRE-BNFZFUHLSA-N
CCCCCC=CC=CC(O)CCCCCCCC(=O)O	9-HODE	swe2_data_219	True	4.855300000000003	swe2	CCCCC/C=C\C=C\C(CCCCCCCC(=O)O)O	NPDSHTNEKLQQIJ-ZJHFMPGASA-N
CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	Arachidonic acid	amar_data_117	True	6.216700000000006	amar	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	YZXBAPSDXZZRGB-DOFZRALJSA-N
CCCCCC=CCC=CCCC=CCCCC(=O)O	Pinolenic acid	amar_data_356	True	5.660500000000005	amar	CCCCC/C=C\C/C=C\CC/C=C\CCCC(=O)O	HXQHFNIKBKZGRP-URPRIDOGSA-N
CCCCCC=CCC=CCCCCCCCC(=O)O	Linoleic acid	amar_data_270+swe2_data_535	True	5.884500000000005	amar+swe2	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O	OYHQOLUKZRVURQ-HZJYTTRNSA-N
CCCCCCC#Cc1cncc(-c2nnc(SCc3ccccc3)n2C)c1	AQWTXPJMHNDSQP-UHFFFAOYSA-N	amar_data_52	True	5.491300000000005	amar	CCCCCCC#CC1=CC(=CN=C1)C2=NN=C(N2C)SCC3=CC=CC=C3	AQWTXPJMHNDSQP-UHFFFAOYSA-N
CCCCCCC(=O)O	Heptanoic acid	swe2_data_467	True	2.0414	swe2	CCCCCCC(=O)O	MNWFXJYAOYHMED-UHFFFAOYSA-N
CCCCCCC(CCC)c1ccc(S(=O)(=O)O)cc1	C10-LAS (TENTATIVE)	amar_data_136	True	4.787400000000004	amar	CCCCCCC(CCC)C1=CC=C(C=C1)S(=O)(=O)O	NANHIUZYPFDGJS-UHFFFAOYSA-N
CCCCCCC(N)C(=O)O	2-Aminooctanoic acid	aus_data_105+amar_data_194+swe2_data_397	True	1.3687	aus+amar+swe2	CCCCCCC(C(=O)O)N	AKVBCGQVQXPRLD-UHFFFAOYSA-N
CCCCCCC(O)CC=CCCCCCCCC(=O)O	(9Z,12R)-12-Hydroxyoctadec-9-enoic acid	swe2_data_8	True	5.079300000000004	swe2	CCCCCC[C@H](C/C=C\CCCCCCCC(=O)O)O	WBHHMMIMDMUBKC-QJWNTBNXSA-N
CCCCCCC=CCCCCCCCC(=O)O	Palmitoleic acid	aus_data_192+amar_data_341+swe2_data_648	True	5.328300000000005	aus+amar+swe2	CCCCCC/C=C\CCCCCCCC(=O)O	SECPZKHBENQXJG-FPLPWBNLSA-N
CCCCCCC=CCCCCCCCC(=O)OCC	Ethyl palmitoleate	aus_data_111	True	5.806800000000006	aus	CCCCCC/C=C\CCCCCCCC(=O)OCC	JELGPLUONQGOHF-KTKRTIGZSA-N
CCCCCCCC(=O)O	Caprylic acid	swe2_data_304	True	2.4315	swe2	CCCCCCCC(=O)O	WWZKQHOCKIZLMA-UHFFFAOYSA-N
CCCCCCCC(O)CC(=O)O	3-Hydroxydecanoic acid	aus_data_296+amar_data_61	True	2.1825	aus+amar	CCCCCCCC(CC(=O)O)O	FYSSBMZUBSBFJL-UHFFFAOYSA-N
CCCCCCCC=CC(=O)O	cis-2-Decenoic acid	swe2_data_320	True	2.987700000000001	swe2	CCCCCCC/C=C\C(=O)O	WXBXVVIUZANZAU-HJWRWDBZSA-N
CCCCCCCCC(=O)O	Nonanoic acid	swe2_data_632	True	2.821600000000001	swe2	CCCCCCCCC(=O)O	FBUKVWPVBMHYJY-UHFFFAOYSA-N
CCCCCCCCC=CCCCCCCCC(N)=O	Oleamide	aus_data_190	True	5.509200000000005	aus	CCCCCCCC/C=C\CCCCCCCC(=O)N	FATBGEAMYMYZAF-KTKRTIGZSA-N
CCCCCCCCCC(=O)O	Decanoic acid	swe2_data_358	True	3.2117000000000013	swe2	CCCCCCCCCC(=O)O	GHVNFZFCNZKVNT-UHFFFAOYSA-N
CCCCCCCCCC(N)=O	Decanamide	aus_data_90+swe2_data_357	True	2.6124	aus+swe2	CCCCCCCCCC(=O)N	TUTWLYPCGCUWQI-UHFFFAOYSA-N
CCCCCCCCCCC(=O)O	Undecanoic acid	swe2_data_821	True	3.6018000000000017	swe2	CCCCCCCCCCC(=O)O	ZDPHROOEEOARMN-UHFFFAOYSA-N
CCCCCCCCCCC1C(=O)OC(C(=O)O)C1(O)C(=O)O	4-decyl-3-hydroxy-5-oxooxolane-2,3-dicarboxylic acid	swe2_data_161	True	1.9591	swe2	CCCCCCCCCCC1C(=O)OC(C1(C(=O)O)O)C(=O)O	NBMBQDMXBCIEMX-UHFFFAOYSA-N
CCCCCCCCCCCC(=O)N(C)CC(=O)O	N-Dodecanoyl-N-methylglycine	amar_data_316+swe2_data_610	True	3.4503000000000013	amar+swe2	CCCCCCCCCCCC(=O)N(C)CC(=O)O	BACYUWVYYTXETD-UHFFFAOYSA-N
CCCCCCCCCCCC(=O)N(CCO)CCO	Lauryl diethanolamide	amar_data_259+swe2_data_518	True	2.720500000000001	amar+swe2	CCCCCCCCCCCC(=O)N(CCO)CCO	AOMUHOFOVNGZAN-UHFFFAOYSA-N
CCCCCCCCCCCC(=O)NCC(C)O	Lauric isopropanolamide	swe2_data_517	True	3.404300000000001	swe2	CCCCCCCCCCCC(=O)NCC(C)O	MMBILEWCGWTAOV-UHFFFAOYSA-N
CCCCCCCCCCCC(=O)NCCCN(C)C	N-[3-(Dimethylamino)propyl]dodecanamide	swe2_data_591	True	3.9752000000000014	swe2	CCCCCCCCCCCC(=O)NCCCN(C)C	TWMFGCHRALXDAR-UHFFFAOYSA-N
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]	Lauramidopropyl betaine	swe2_data_515	True	2.2399000000000004	swe2	CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]	MRUAUOIMASANKQ-UHFFFAOYSA-N
CCCCCCCCCCCC(=O)NCCO	N-lauroylethanolamine	swe2_data_619	True	3.015800000000001	swe2	CCCCCCCCCCCC(=O)NCCO	QZXSMBBFBXPQHI-UHFFFAOYSA-N
CCCCCCCCCCCC(=O)O	Lauric acid	amar_data_258+swe2_data_516	True	3.991900000000002	amar+swe2	CCCCCCCCCCCC(=O)O	POULHZVOKOAJMA-UHFFFAOYSA-N
CCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCO	PEG Monolaurate n5	swe2_data_657	True	3.509200000000003	swe2	CCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCO	ODGZOZAHFLIINP-UHFFFAOYSA-N
CCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCOCCO	PEG Monolaurate n6	swe2_data_658	True	3.5258000000000025	swe2	CCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCOCCO	IDTQVQPVUYLMJJ-UHFFFAOYSA-N
CCCCCCCCCCCC(O)CC(=O)O	(R)-3-Hydroxy myristic acid	swe2_data_9	True	3.7429000000000014	swe2	CCCCCCCCCCC[C@H](CC(=O)O)O	ATRNZOYKSNPPBF-CYBMUJFWSA-N
CCCCCCCCCCCC=CCCCCC(=O)O	Petroselaidic acid	amar_data_414	True	6.108500000000007	amar	CCCCCCCCCCC/C=C/CCCCC(=O)O	CNVZJPUDSLNTQU-OUKQBFOZSA-N
CCCCCCCCCCCCC(=O)O	Tridecylic acid	swe2_data_799	True	4.382000000000003	swe2	CCCCCCCCCCCCC(=O)O	SZHOJFHSIKHZHA-UHFFFAOYSA-N
CCCCCCCCCCCCC(O)C(=O)O	2-Hydroxymyristic acid	amar_data_43+swe2_data_84	True	3.742900000000002	amar+swe2	CCCCCCCCCCCCC(C(=O)O)O	JYZJYKOZGGEXSX-UHFFFAOYSA-N
CCCCCCCCCCCCCC(=O)N(CCO)CCO	N,N-Bis(2-hydroxyethyl)tetradecanamide	amar_data_298+swe2_data_584	True	3.5007000000000024	amar+swe2	CCCCCCCCCCCCCC(=O)N(CCO)CCO	SKDZEPBJPGSFHS-UHFFFAOYSA-N
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]	Myristamidopropyl betaine	swe2_data_581	True	3.020100000000001	swe2	CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]	QGCUAFIULMNFPJ-UHFFFAOYSA-N
CCCCCCCCCCCCCCCC(=O)NCCO	Palmitoyl ethanolamide	aus_data_193+amar_data_342	True	4.576200000000004	aus+amar	CCCCCCCCCCCCCCCC(=O)NCCO	HXYVTAGFYLMHSO-UHFFFAOYSA-N
CCCCCCCCCCCCCCCC(N)=O	Hexadecanamide	swe2_data_469	True	4.953000000000004	swe2	CCCCCCCCCCCCCCCC(=O)N	HSEMFIZWXHQJAE-UHFFFAOYSA-N
CCCCCCCCCCCCCCCCC(O)C(=O)O	(R)-2-hydroxystearic acid	amar_data_2	True	5.3033000000000055	amar	CCCCCCCCCCCCCCCC[C@H](C(=O)O)O	KIHBGTRZFAVZRV-QGZVFWFLSA-N
CCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C	N-(3-Dimethylaminopropyl)octadecamide	swe2_data_583	True	6.315800000000007	swe2	CCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C	WWVIUVHFPSALDO-UHFFFAOYSA-N
CCCCCCCCCCCCCCCCCCN	Octadecanamine	swe2_data_637	True	6.206600000000005	swe2	CCCCCCCCCCCCCCCCCCN	REYJJPSVUYRZGE-UHFFFAOYSA-N
CCCCCCCCCCCCCCCCNc1ccc(C(=O)O)cc1	Cetaben	swe2_data_311	True	7.278000000000008	swe2	CCCCCCCCCCCCCCCCNC1=CC=C(C=C1)C(=O)O	QXWKHSSBFQDQPR-UHFFFAOYSA-N
CCCCCCCCCCCCCCN	1-Tetradecylamine	aus_data_2+amar_data_400+swe2_data_774	True	4.646200000000003	aus+amar+swe2	CCCCCCCCCCCCCCN	PLZVEHJLHYMBBY-UHFFFAOYSA-N
CCCCCCCCCCCCCCN(C)C	N,N-Dimethyltetradecylamine	swe2_data_587	True	5.249100000000005	swe2	CCCCCCCCCCCCCCN(C)C	SFBHPFQSSDCYSL-UHFFFAOYSA-N
CCCCCCCCCCCCCCOS(=O)(=O)O	Tetradecylsulfate	swe2_data_775	True	4.506900000000004	swe2	CCCCCCCCCCCCCCOS(=O)(=O)O	URLJMZWTXZTZRR-UHFFFAOYSA-N
CCCCCCCCCCCCCC[N+](C)(C)[O-]	N,N-Dimethyltetradecylamine-N-oxide	swe2_data_588	True	5.261700000000005	swe2	CCCCCCCCCCCCCC[N+](C)(C)[O-]	ONHFWHCMZAJCFB-UHFFFAOYSA-N
CCCCCCCCCCCCN(CCO)CCO	Lauryldiethanolamine	swe2_data_519	True	3.1939000000000024	swe2	CCCCCCCCCCCCN(CCO)CCO	NKFNBVMJTSYZDV-UHFFFAOYSA-N
CCCCCCCCCCCCNC	N-Methyldodecylamine	swe2_data_625	True	4.126700000000003	swe2	CCCCCCCCCCCCNC	OMEMQVZNTDHENJ-UHFFFAOYSA-N
CCCCCCCCCCCCOCCOCCO	AZLWQVJVINEILY-UHFFFAOYSA-N	amar_data_137+swe2_data_287	True	3.9328000000000034	amar+swe2	CCCCCCCCCCCCOCCOCCO	AZLWQVJVINEILY-UHFFFAOYSA-N
CCCCCCCCCCCCOCCOCCOCCO	FKMHSNTVILORFA-UHFFFAOYSA-N	amar_data_138+swe2_data_288	True	3.949400000000004	amar+swe2	CCCCCCCCCCCCOCCOCCOCCO	FKMHSNTVILORFA-UHFFFAOYSA-N
CCCCCCCCCCCCOCCOCCOCCOCCO	WPMWEFXCIYCJSA-UHFFFAOYSA-N	amar_data_139+swe2_data_289	True	3.9660000000000033	amar+swe2	CCCCCCCCCCCCOCCOCCOCCOCCO	WPMWEFXCIYCJSA-UHFFFAOYSA-N
CCCCCCCCCCCCOCCOCCOCCOCCOCCO	LAPRIVJANDLWOK-UHFFFAOYSA-N	amar_data_140	True	3.982600000000004	amar	CCCCCCCCCCCCOCCOCCOCCOCCOCCO	LAPRIVJANDLWOK-UHFFFAOYSA-N
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO	OJCFEGKCRWEVSN-UHFFFAOYSA-N	amar_data_141+swe2_data_290	True	3.999200000000003	amar+swe2	CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO	OJCFEGKCRWEVSN-UHFFFAOYSA-N
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO	DWHIUNMOTRUVPG-UHFFFAOYSA-N	amar_data_142+swe2_data_291	True	4.015800000000003	amar+swe2	CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO	DWHIUNMOTRUVPG-UHFFFAOYSA-N
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO	YYELLDKEOUKVIQ-UHFFFAOYSA-N	amar_data_143+swe2_data_292	True	4.032400000000004	amar+swe2	CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO	YYELLDKEOUKVIQ-UHFFFAOYSA-N
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	ONJQDTZCDSESIW-UHFFFAOYSA-N	amar_data_144+swe2_data_293	True	4.049000000000006	amar+swe2	CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	ONJQDTZCDSESIW-UHFFFAOYSA-N
CCCCCCCCCCCCOS(=O)(=O)O	Dodecyl sulfate	aus_data_328+swe2_data_402	True	3.726700000000002	aus+swe2	CCCCCCCCCCCCOS(=O)(=O)O	MOTZDAYCYVMXPC-UHFFFAOYSA-N
CCCCCCCCCCCCS(=O)(=O)O	1-Dodecanesulfonic acid	swe2_data_40	True	3.7951000000000015	swe2	CCCCCCCCCCCCS(=O)(=O)O	LDMOEFOXLIZJOW-UHFFFAOYSA-N
CCCCCCCCCCCC[N+](C)(C)C	Dodecyltrimethylammonium	swe2_data_403	True	4.613500000000005	swe2	CCCCCCCCCCCC[N+](C)(C)C	VICYBMUVWHJEFT-UHFFFAOYSA-N
CCCCCCCCCCCC[N+](C)(C)[O-]	N,N-Dimethyldodecylamine N-oxide	amar_data_300+swe2_data_586	True	4.481500000000004	amar+swe2	CCCCCCCCCCCC[N+](C)(C)[O-]	SYELZBGXAIXKHU-UHFFFAOYSA-N
CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1	4-Dodecylbenzenesulfonic acid	aus_data_306	True	5.3967000000000045	aus	CCCCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)O	KWXICGTUELOLSQ-UHFFFAOYSA-N
CCCCCCCCCCN(C)C	N,N-Dimethyldecylamine	swe2_data_585	True	3.6887000000000025	swe2	CCCCCCCCCCN(C)C	YWWNNLPSZSEZNZ-UHFFFAOYSA-N
CCCCCCCCCCOS(=O)(=O)[O-]	Sodium decyl sulfate	swe2_data_740	True	2.603900000000001	swe2	CCCCCCCCCCOS(=O)(=O)[O-].[Na+]	XZTJQQLJJCXOLP-UHFFFAOYSA-M
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC	Didecyldimethylammonium	amar_data_185	True	7.344200000000009	amar	CCCCCCCCCC[N+](C)(C)CCCCCCCCCC	JGFDZZLUDWMUQH-UHFFFAOYSA-N
CCCCCCCCCC[N+](C)(C)[O-]	N,N-Dimethyldecylamine oxide	amar_data_299	True	3.7013000000000025	amar	CCCCCCCCCC[N+](C)(C)[O-]	ZRKZFNZPJKEWPC-UHFFFAOYSA-N
CCCCCCCCCc1ccc(O)cc1	4-Nonylphenol	swe2_data_183	True	4.685300000000005	swe2	CCCCCCCCCC1=CC=C(C=C1)O	IGFHQQFPSIBGKE-UHFFFAOYSA-N
CCCCCCCCCc1ccc(OCC(=O)O)cc1	NISAHDHKGPWBEM-UHFFFAOYSA-N	amar_data_331+swe2_data_634	True	4.443100000000003	amar+swe2	CCCCCCCCCC1=CC=C(C=C1)OCC(=O)O	NISAHDHKGPWBEM-UHFFFAOYSA-N
CCCCCCCCN(C)CCCCCCCC	N-Methyldioctylamine	swe2_data_624	True	5.639200000000006	swe2	CCCCCCCCN(C)CCCCCCCC	YJLYANLCNIKXMG-UHFFFAOYSA-N
CCCCCCCCN1CCCC1=O	N-Octyl-2-pyrrolidone	swe2_data_631	True	2.9693000000000014	swe2	CCCCCCCCN1CCCC1=O	WPPOGHDFAVQKLN-UHFFFAOYSA-N
CCCCCCCCNC	N-Methyloctan-1-amine	swe2_data_628	True	2.566300000000001	swe2	CCCCCCCCNC	SEGJNMCIMOLEDM-UHFFFAOYSA-N
CCCCCCCCNC(O)CCc1ccc(O)c(OC)c1	Dihydoroferuloyl Octylamine	swe2_data_381	True	3.6019000000000023	swe2	CCCCCCCCNC(CCC1=CC(=C(C=C1)O)OC)O	HNHHAOUUFVYDEW-UHFFFAOYSA-N
CCCCCCCCOC1OC(CO)C(O)C(O)C1O	Octyl glucoside	aus_data_346	True	0.1633999999999998	aus	CCCCCCCCOC1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	HEGSGKPQLMEBJL-RQICVUQASA-N
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1	Fingolimod	swe2_data_432	True	3.204300000000001	swe2	CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N	KKGQTZUTZRNORY-UHFFFAOYSA-N
CCCCCCCCn1sccc1=O	2-Octyl-3(2H)-isothiazolone	swe2_data_100	True	3.2703000000000024	swe2	CCCCCCCCN1C(=O)C=CS1	JPMIIZHYYWMHDT-UHFFFAOYSA-N
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F	Capecitabine	snf_data_2845+swe2_data_302	True	0.7601999999999995	snf+swe2	CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O	GAGWJHPBXLXJQN-UORFTKCHSA-N
CCCCCc1cccc(=O)o1	6-Pentyl-2H-pyran-2-one	swe2_data_210	True	2.3725000000000005	swe2	CCCCCC1=CC=CC(=O)O1	MAUFTTLGOUBZNA-UHFFFAOYSA-N
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C	Bupivacaine	swe2_data_284	True	3.8965400000000026	swe2	CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C	LEBVLXFERQHONN-UHFFFAOYSA-N
CCCCNS(=O)(=O)c1ccccc1	N-Butylbenzenesulfonamide	swe2_data_606	True	1.7650000000000003	swe2	CCCCNS(=O)(=O)C1=CC=CC=C1	IPRJXAGUEGOFGG-UHFFFAOYSA-N
CCCCNc1ccc(C(=O)OCCN(C)C)cc1	Tetracaine	swe2_data_772	True	2.617000000000001	swe2	CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C	GKCBAIGFKIBETG-UHFFFAOYSA-N
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC	Acetyl tributyl citrate	swe2_data_224	True	3.0984000000000016	swe2	CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C	QZCLKYGREBVARF-UHFFFAOYSA-N
CCCCOC(=O)c1ccc(N)cc1	Butyl 4-aminobenzoate	swe2_data_286	True	2.2257	swe2	CCCCOC(=O)C1=CC=C(C=C1)N	IUWVALYLNVXWKX-UHFFFAOYSA-N
CCCCOC(=O)c1ccc(O)cc1	Butylparaben	aus_data_316	True	2.349100000000001	aus	CCCCOC(=O)C1=CC=C(C=C1)O	QFOHBWFCKVYLES-UHFFFAOYSA-N
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1	Benzyl butyl phthalate	swe2_data_275	True	4.000500000000003	swe2	CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2	IRIAEXORFWYRCZ-UHFFFAOYSA-N
CCCCOCC(=O)O	2-Butoxyacetic acid	amar_data_37+swe2_data_74	True	0.8877000000000002	amar+swe2	CCCCOCC(=O)O	AJQOASGWDCBKCJ-UHFFFAOYSA-N
CCCCOCCOCCO	DIETHYLENE GLYCOL MONOBUTYL ETHER	amar_data_187+swe2_data_378	True	0.812	amar+swe2	CCCCOCCOCCO	OAYXUHPQHDHDDZ-UHFFFAOYSA-N
CCCCOCCOCCOCCO	Triethylene glycol monobutyl ether	aus_data_258+swe2_data_801	True	0.8286	aus+swe2	CCCCOCCOCCOCCO	COBPKKZHLDDMTB-UHFFFAOYSA-N
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC	Tris(2-butoxyethyl) phosphate	aus_data_263+swe2_data_814	True	4.594400000000005	aus+swe2	CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC	WTLBZVNBAKMVDP-UHFFFAOYSA-N
CCCCOP(=O)(O)OCCCC	Dibutyl phosphate	aus_data_97+swe2_data_386	True	2.720200000000001	aus+swe2	CCCCOP(=O)(O)OCCCC	JYFHYPJRHGVZDY-UHFFFAOYSA-N
CCCCOP(=O)(OCCCC)OCCCC	Tributyl phosphate	aus_data_255	True	4.544600000000004	aus	CCCCOP(=O)(OCCCC)OCCCC	STCOOQWBFONSKY-UHFFFAOYSA-N
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1	Dibucaine	swe2_data_372	True	3.4853000000000023	swe2	CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC	PUFQVTATUTYEAL-UHFFFAOYSA-N
CCCCOc1ccc(CC(=O)NO)cc1	Bufexamac	swe2_data_283	True	1.9134	swe2	CCCCOC1=CC=C(C=C1)CC(=O)NO	MXJWRABVEGLYDG-UHFFFAOYSA-N
CCCCS(=O)(=O)O	1-Butanesulfonic acid	swe2_data_39	True	0.6743000000000001	swe2	CCCCS(=O)(=O)O	QDHFHIQKOVNCNC-UHFFFAOYSA-N
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	Losartan	amar_data_271+snf_data_2794	True	4.266800000000004	amar+snf	CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl	PSIFNNKUMBGKDQ-UHFFFAOYSA-N
CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1	Eprosartan	aus_data_110+swe2_data_413	True	4.744400000000003	aus+swe2	CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O	OROAFUQRIXKEMV-LDADJPATSA-N
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1	Dronedarone	swe2_data_406	True	7.049000000000008	swe2	CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC	ZQTNQVWKHCQYLQ-UHFFFAOYSA-N
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1	Amiodarone	swe2_data_248	True	6.936200000000007	swe2	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I	IYIKLHRQXLHMJQ-UHFFFAOYSA-N
