Combined_ID	CanonicalSMILES	Name	logB	stdev
swe2_data_477	O=C(O)CCc1ccccc1	Hydrocinnamic acid	-0.3301150265939625	0.12321329976233318
aus_data_301	CC(C)(C)C(CCC(=O)O)CC(=O)O	3-tert-Butyladipic acid	-0.5786632490733252	0.27321396672348736
swe2_data_100	CCCCCCCCn1sccc1=O	2-Octyl-3(2H)-isothiazolone	-0.2248314642821561	
swe2_data_215	Cc1cc(=O)oc2cc(N)ccc12	7-Amino-4-methylcoumarin	-0.7305054792730231	0.3269431628130183
amar_data_327	CC(C)C1NC(=O)C2CCCN2C1=O	XLUAWXQORJEMBD-UHFFFAOYSA-N	-2.8926381530040786	0.6976386149902419
swe2_data_147	O=C(O)CCC(=O)c1cccnc1	3-Succinoylpyridine	-0.1362418546707669	0.17988037735157986
amar_data_331+swe2_data_634	CCCCCCCCCc1ccc(OCC(=O)O)cc1	NISAHDHKGPWBEM-UHFFFAOYSA-N	0.057636472786738724	0.3983005589805477
aus_data_119	COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1	Hexa(methoxymethyl)melamine	-0.5339020396413781	
amar_data_237+swe2_data_489	O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1	Imidacloprid	-0.016932452932113776	0.24883464864409055
aus_data_318+amar_data_161	O=C(O)CC(O)(CC(=O)O)C(=O)O	Citric acid	-0.8415719490727288	0.6500672310004779
aus_data_200	OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	3,6,9,12,15,18,21,24,27,30,33,36,39-Tridecaoxahentetracontane-1,41-diol	-1.4137342758552702	0.05659364505275711
aus_data_132	c1ccc2cnccc2c1	Isoquinoline	-1.6123599479677744	0.07362741564771931
amar_data_67+swe2_data_143	Cc1cccnc1	3-Methylpyridine	-1.3246955297727276	1.1755946040738459
swe2_data_618	Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1	Nilotinib	-0.15795279287167896	0.15809073158793344
aus_data_161+snf_data_268+swe2_data_569	CCc1cccc(C)c1N(C(=O)CCl)C(C)COC	Metolachlor	-0.4002531358956364	0.21325693023255757
swe2_data_211	O=C(O)c1ccc(Oc2ccccc2)nc1	6-Phenoxynicotinic acid	-0.011760360841340696	0.3105257179912432
swe2_data_201	O=c1[nH]c2ccc(Cl)cc2[nH]c1=O	6-chloro-1,2,3,4-tetrahydroquinoxaline-2,3-dione	-1.1810926403257285	1.2909677224299363
swe2_data_646	CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12	Oxitropium	-0.025172945125869692	
amar_data_436+swe2_data_835	COc1cc(C=O)ccc1O	Vanillin	-0.6747327823522147	0.7340060178277994
amar_data_57+swe2_data_128	CCc1cccc(O)c1	3-Ethylphenol	-1.6694567611593294	0.4555334325683194
amar_data_245	COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I	Iopromide	0.059141971003642914	
swe2_data_265	CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1	Azelastine	-0.08320256293915416	0.07750606877119319
aus_data_131+amar_data_250	CC(C)CCN	Isoamylamine	-1.4493655351370085	0.5389182641892154
swe2_data_456	COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O	Glycitein	-1.1457329426915939	0.3694797685463481
swe2_data_33	CCCOCCCCCCCCCC(=O)O	10-Propoxydecanoic acid	-0.6826812692474796	0.22206328083550508
swe2_data_505	COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1	isosakuranetin	-1.1732450338335967	0.4567795737379723
aus_data_352+swe2_data_773	O=C(O)CCCCCCCCCCCCC(=O)O	Tetradecanedioic acid	-1.0883002499518482	0.3277102029725524
swe2_data_27	Cn1c(=O)[nH]c2c([nH]c(=O)n2C)c1=O	1,9-dimethyluric acid	-3.104129441803643	1.0021832379970115
swe2_data_234	COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1CCOC1O2	Aflatoxin G2	-0.49034688197326143	0.6397968258663637
swe2_data_657	CCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCO	PEG Monolaurate n5	-1.6246861910245212	0.2972159635919789
amar_data_43+swe2_data_84	CCCCCCCCCCCCC(O)C(=O)O	2-Hydroxymyristic acid	-0.9279186094387247	0.29896339591451504
aus_data_190	CCCCCCCCC=CCCCCCCCC(N)=O	Oleamide	1.244548639711533	0.4717376480829759
swe2_data_779	CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-]	Thiamethoxam	-0.2920535300592583	0.18349508351276525
swe2_data_203	O=C(O)c1ccc(=O)[nH]c1	6-Hydroxynicotinate	-1.083845109399598	0.20747404496626656
swe2_data_332	COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C	Cocaine	-0.7715708896886818	0.34049220114450907
swe2_data_44	Cn1cnc(CCN)c1	1-Methylhistamine	0.05881341420186489	0.10535637764834858
amar_data_190+swe2_data_385	CN(C)Cc1ccccc1	dimethylbenzylamine	-1.6169725518945388	0.5782708784414589
amar_data_142+swe2_data_291	CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO	DWHIUNMOTRUVPG-UHFFFAOYSA-N	-1.3764952641233072	0.4425271831942965
aus_data_166	O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12	Myricetin	-1.6586334466301167	0.20797687825623434
aus_data_325+amar_data_180+swe2_data_363	CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C	Deoxycholic acid	-2.5066762947718186	0.57813902099426
amar_data_147+swe2_data_300	CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	Candesartan	0.34130067841182193	0.3566959517432949
swe2_data_48	Oc1cccc2ccccc12	1-Naphthol	-0.22818200837100905	0.2446238489164001
amar_data_414	CCCCCCCCCCCC=CCCCCC(=O)O	Petroselaidic acid	-0.048631816313294746	0.7583037215112408
snf_data_3769+swe2_data_726	O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1	Rivaroxaban	-0.5760620196548291	0.26601559755691
amar_data_56+swe2_data_135	O=C(O)C=Cc1cccc(O)c1	3-coumaric acid	-0.6248413714392196	0.482344219767278
aus_data_208+swe2_data_253	Cc1cc(=O)n(-c2ccccc2)n1C	Phenazone	-0.15515660865340378	0.12157742916412152
swe2_data_677	O=C(O)c1ccccn1	Picolinic acid	-0.557698481114192	0.22768077876959844
swe2_data_388	CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O	Dioctyl sulfosuccinic acid	-0.5039285342937345	0.2391351708445776
amar_data_354+swe2_data_670	CCC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)O	JWBLQDDHSDGEGR-UHFFFAOYSA-N	-1.9118184450562166	0.6408150287727691
swe2_data_693	O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1	Praziquantel	-0.16568612496079593	0.11025596341155704
aus_data_216	CC(O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO	Undecapropylene glycol	-0.9741042727668423	0.4730569892482366
swe2_data_98	Nc1ccc2ccccc2c1	2-Naphthylamine	0.010128792061671181	0.3618344032889345
swe2_data_747	NCCCCNCCCN	Spermidine	-1.7890108357790775	0.33901030176903885
snf_data_10436+swe2_data_479	CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12	Hydroxychloroquine	-1.473187805749473	0.36524000768016923
swe2_data_157	CC12CC(O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O	4-Androsten-11beta-ol-3,17-dione	-1.4112262492180503	0.43354951377791767
swe2_data_133	COC(=O)C(O)(CC(=O)O)CC(=O)O	3-Hydroxy-3-(methoxycarbonyl)pentanedioic acid	-0.6360564432026187	0.24078065437882443
amar_data_232	CC(C)=CCC1=C(O)C(O)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O	Humulone	-0.6911142569593487	0.6020316163931861
aus_data_343+amar_data_311	CC(=O)NC(CCCN)C(=O)O	N-Acetylornithine	-1.979216394076711	0.3162777099202242
aus_data_196+amar_data_348+swe2_data_659	OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	3,6,9,12,15,18,21,24,27-Nonaoxanonacosane-1,29-diol	-1.8507534545734785	0.2677457887732975
swe2_data_169	O=C(c1ccccc1)c1ccc(O)cc1	4-Hydroxybenzophenone	-0.9911057390072205	
aus_data_52	CC(=O)SC(C)C[N+](C)(C)C	Acetyl-beta-methylthiocholine	-2.288483658097552	0.06084960429336955
amar_data_230+swe2_data_472	O=C(O)CNC(=O)c1ccccc1	Hippuric acid	-1.3603588740958341	0.6606105090495559
amar_data_346+swe2_data_654	O=CC=Cc1ccc(O)cc1	p-Coumaraldehyde	-0.32142260884389057	0.6141579447114744
amar_data_365+swe2_data_709	CCCOC(=O)c1ccc(O)cc1	Propylparaben	-1.066961769202421	0.3354845717301848
amar_data_201+swe2_data_417	CCOC(=O)c1ccc(O)cc1	Ethylparaben	-0.9640360404369948	0.3712013077758802
amar_data_239	Cc1cc(C)c(S(=O)(=O)O)c(C)c1	2,4,6-Trimethylbenzenesulfonic acid	-2.93360900748373	0.6267307617247
aus_data_262+amar_data_419+swe2_data_807	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	Trimethoprim	-1.1166351673025068	1.0384895318241159
aus_data_291	CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O	2,5-di-tert-Butylhydroquinone	-0.004816624031790712	0.05599299768937433
swe2_data_116	CCNC(C)Cc1ccc2c(c1)OOC2	3,4-Methylenedioxy-N-ethylamphetamine (MDEA)	-0.23934056916951646	0.139010665116892
amar_data_48	OCCc1c[nH]c2ccccc12	3-(2-Hydroxyethyl)indole	-2.046856178159011	0.5494890571804958
aus_data_130+amar_data_247+snf_data_2774+swe2_data_497	CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	Irbesartan	0.04428960183771894	0.28663038196483237
aus_data_138+amar_data_268+swe2_data_531	NC(CCC(=O)O)C(=O)O	L-Glutamic acid	-0.42959420301735546	0.596067079291658
amar_data_140	CCCCCCCCCCCCOCCOCCOCCOCCOCCO	LAPRIVJANDLWOK-UHFFFAOYSA-N	-1.2960861112567243	0.7867602564450885
swe2_data_746	CCC(CCCCC(=O)O)c1ccc(S(=O)(=O)O)cc1	SPA-8C (SAMPLE)	-0.6245610076730387	0.3834813050981928
aus_data_276+swe2_data_11	CCC=CCC=CCC=CCCCCCCCC(=O)O	Linolenic Acid 	-0.626585738219084	0.34783077743925983
swe2_data_177	Cc1cc(=O)oc2ccccc12	4-Methylcoumarin	-0.2207633090643842	0.24761313739814847
amar_data_396+swe2_data_758	COc1cc(C(=O)O)cc(OC)c1O	Syringic acid	-1.3509915328491955	0.48718008356273756
aus_data_101	NC(N)=NCCCC(N)C(=O)O	DL-Arginine	-1.430663853480662	0.4345445790117657
swe2_data_767	Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl	Terbacil	-0.045921594789211484	1.11731064731688
swe2_data_131	O=c1ccn2c(n1)OC1C(O)C(CO)OC12	3-hydroxy-2-(hydroxymethyl)-2,3,3a,9a-tetrahydro-6H-furo[2',3':4,5][1,3]oxazolo[3,2-a]pyrimidin-6-one	-1.2860390972013458	0.46734864444823093
aus_data_336+amar_data_282	CCCCC(CC)COC(=O)c1ccccc1C(=O)O	2-(((2-Ethylhexyl)oxy)carbonyl)benzoic acid	-0.0381045263321496	0.3291705312619619
amar_data_372+swe2_data_722	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C	Riboflavin	-1.8227246561284538	0.4886080025323771
aus_data_188+amar_data_334	CN(C)CC1CCCCC1(O)c1cccc(O)c1	O-Desmethyl-cis-tramadol	0.04440470924291792	0.2267802969110177
amar_data_72	CC(C)(O)C(O)COc1c2ccoc2cc2oc(=O)ccc12	4-(2,3-Dihydroxy-3-methylbutoxy)furo(3,2-g)chromen-7-one	-0.1852664817770313	0.5686757739714717
aus_data_146+amar_data_262+swe2_data_526	CC(C)CC(N)C(=O)N1CCCC1C(=O)O	Leucylproline	-1.9031053900456671	0.6745591791833514
swe2_data_534	CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1	Linezolid	-0.46503629932851515	0.28191459580678174
swe2_data_14	CCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1	[6]-Gingerol	-0.438768316737433	0.30927727499824914
aus_data_249+swe2_data_785	CC=C(C)C(=O)O	Tiglic acid	-0.4543401597984232	0.25807496417823433
swe2_data_233	O=C(O)CCCCC(=O)O	adipic acid	-0.23190334028982512	0.18790324963867697
swe2_data_317	NCCP(=O)(O)O	Ciliatine	-0.9181359571629499	0.7533645597969416
swe2_data_372	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1	Dibucaine	-0.09902920980560974	0.018231079171812284
amar_data_167+swe2_data_334	CC(C)=CCC1=C(O)C(O)(CC=C(C)C)C(=O)C(C(=O)C(C)C)=C1O	Cohumulone	-0.8295641570480368	0.8541640809158234
aus_data_271	CC(C)C(N)C(=O)O	Valine	-2.1475465273537724	0.361517232763004
swe2_data_624	CCCCCCCCN(C)CCCCCCCC	N-Methyldioctylamine	-2.317129195338995	0.42154522681160034
aus_data_272+swe2_data_832	CC(C)C(N)C(=O)N1CCCC1C(=O)O	Valylproline	-1.4181608741056964	0.6167044940067643
swe2_data_247	Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C	Aminopyrine	-0.26211401356954545	0.21101995833357226
aus_data_267+swe2_data_818	NCCc1ccc(O)cc1	Tyramine	-0.21217763841200793	0.6935795287953118
swe2_data_63	O=c1cc(O)c2ccccc2[nH]1	2,4-Quinolinediol	-1.4292626063048033	0.3244713512938975
amar_data_312+snf_data_202+swe2_data_604	COc1ccc2cc(C(C)C(=O)O)ccc2c1	Naproxen	-1.597698308435025	0.6926417033569556
aus_data_114+amar_data_214+swe2_data_443	NCC1(CC(=O)O)CCCCC1	Gabapentin	-0.5011604777579818	0.5668278014387477
aus_data_78	CN1C(=O)CCC1c1cccnc1	Cotinine	-1.8060991825257637	0.2893633588047848
swe2_data_40	CCCCCCCCCCCCS(=O)(=O)O	1-Dodecanesulfonic acid	-0.08202488370922395	0.10618677053013206
aus_data_71+swe2_data_309	C=C(C)C1CC=C(C)C(=O)C1	Carvone	-0.0391851683858583	0.2127942216766418
swe2_data_629	CN1COCN(Cc2cnc(Cl)s2)C1=N	NOA407475	0.0712083461229027	0.14159003855622568
aus_data_224+amar_data_361+swe2_data_703	CC(C)CC(NC(=O)C1CCCN1C(=O)OCc1ccccc1)C(=O)O	Prolylleucine	-1.8580705018905244	0.5925743411908735
amar_data_261+swe2_data_524	CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)O	Leucylleucine	-2.1326537643207932	0.8503651945081541
swe2_data_178	Cc1ccc(O)cc1	4-Methylphenol	-2.1333888197874415	0.556306537828564
swe2_data_195	COc1ccc(O)c(C(=O)O)c1	5-Methoxysalicylic acid	-0.6178095115992372	0.23526001093167762
aus_data_135+swe2_data_511	O=C(O)c1cc(=O)c2ccccc2[nH]1	Kynurenic acid	-1.1661221253039638	0.5069524533750098
swe2_data_112	O=Cc1ccc(O)c(O)c1	3,4-Dihydroxybenzaldehyde	-0.6194811062544774	
swe2_data_161	CCCCCCCCCCC1C(=O)OC(C(=O)O)C1(O)C(=O)O	4-decyl-3-hydroxy-5-oxooxolane-2,3-dicarboxylic acid	-0.08297888418530369	0.7987712425088443
amar_data_52	CCCCCCC#Cc1cncc(-c2nnc(SCc3ccccc3)n2C)c1	AQWTXPJMHNDSQP-UHFFFAOYSA-N	-2.2678422005787127	0.4361627157199178
swe2_data_521	NC(Cc1ccc(O)c(O)c1)C(=O)O	L-DOPA	0.07087240992994868	0.31652190243334505
aus_data_120+swe2_data_471	CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C	Hexazinone	-0.15105134823094354	0.3667905541632967
amar_data_37+swe2_data_74	CCCCOCC(=O)O	2-Butoxyacetic acid	-1.2356640353390382	0.5931060500262056
aus_data_81+amar_data_170	CN(CC(=O)O)C(=N)N	Creatine	-1.973402231506206	0.6338401588487139
swe2_data_812	O=P(c1ccccc1)(c1ccccc1)c1ccccc1	triphenylphosphineoxide	-0.1586075242527104	0.08616808719427049
aus_data_251+amar_data_411+snf_data_2567+swe2_data_789	COc1cccc(C2(O)CCCCC2CN(C)C)c1	Tramadol	-0.13640928156355042	0.45429588960487116
amar_data_134	CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1	Bisoprolol	-0.1203773514404928	0.5096076535790454
aus_data_92+swe2_data_365	COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2O)cc1	Desacetyl diltiazem	-0.6293397321412146	0.7239051699482546
swe2_data_744	CCCCC(CCCCC(=O)O)c1ccc(S(=O)(=O)O)cc1	SPA-10C (SAMPLE)	-0.47841364009867676	0.43537333550160306
swe2_data_786	CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C	Tilidine	-0.1266185128803739	0.024624923215334063
swe2_data_627	C[n+]1cccc(C(=O)[O-])c1	N-methylnicotinate	-0.6043061673159054	0.2317022087730843
amar_data_288+swe2_data_559	COc1cc(CC(N)C(=O)O)ccc1O	3-Methoxytyrosine	-0.6110947995779903	0.5701583588396978
amar_data_0+swe2_data_1	C=C1C(=O)OC(CCCCCCCC)C1C(=O)O	(+/-)-C75	-0.5369937159606407	0.4546626114449239
swe2_data_377	O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1	Diethylene glycol dibenzoate	-0.11880185973173985	0.09249921846850516
swe2_data_787	CC1CCC2(NC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C	Tomatidine	-1.5162641917654975	0.271495430925269
swe2_data_500	O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O	isoliquiritigenin	-2.0201423394741105	0.31402244764468984
swe2_data_498	CC(C)C(=O)O	Isobutyric acid	-1.3413990191884444	0.3490194173404453
aus_data_355+amar_data_426+swe2_data_824	O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1	Uridine	-1.6953650336277635	0.9755511144939087
swe2_data_445	COc1cc2c(cc1OC)C1C(O)C(OC)C=C3CCN(C2)C31	Galanthine	-0.22115090046852764	0.18858960825203916
aus_data_283+amar_data_5+swe2_data_21	Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O	1,3,7-Trimethyluric acid	-2.3199245772587256	0.76856979873839
swe2_data_829	CCCC(CCC)C(N)=O	Valpromide	-0.17067896915637587	0.21424553138983146
aus_data_346	CCCCCCCCOC1OC(CO)C(O)C(O)C1O	Octyl glucoside	0.2298606337308302	0.5148582097422834
aus_data_148+amar_data_266+snf_data_2564+swe2_data_529	CCC(C(N)=O)N1CCCC1=O	Levetiracetam	-1.7493793728690652	0.5165361872046819
amar_data_10	Nc1cccc2c(N)cccc12	1,5-Naphthalenediamine	-2.396308685438145	0.48451498926190856
snf_data_3286+swe2_data_680	CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1	Pioglitazone	-0.11190628318913236	0.10055637151918331
amar_data_53+swe2_data_122	Nc1c2c(=O)[nH]c(O)cc2nn1-c1ccccc1	3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol	-1.1544615561210554	0.6567450247724838
swe2_data_685	CCC1CCNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1	Pirlimycin	-0.18328014419694716	0.07724666611043805
amar_data_175	O=C1NC(Cc2ccccc2)C(=O)N2CCCC12	Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(phenylmethyl)-	-1.1523530631146295	0.11103949750400462
swe2_data_543	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12	Luteolin-7-glucoside	-1.5476121366133133	
aus_data_311+swe2_data_217	O=C(O)CCCCCCCc1ccc(S(=O)(=O)O)cc1	8-(4-Sulfophenyl) octanoic acid	-0.25145619134959535	0.0742323401093436
aus_data_133	CC12C=Cc3occc3C1CCC13CC(CCC12)C(O)(CO)C3	Kahweol	-0.5391376567038676	0.1401896534274289
swe2_data_299	OCC=Cc1ccc(O)c(O)c1	Caffeyl alcohol	-1.076221542581872	0.6650712558637285
swe2_data_636	COc1ccccc1C(=O)O	o-Anisic acid	-0.13639969693866305	0.15097801219450183
amar_data_6+swe2_data_22	Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O	1,3-Dimethyluric acid	-2.759034550468466	0.91738475560934
swe2_data_844	Cc1cccc(C)c1NC1=NCCCS1	Xylazine	-0.11446256553864542	0.09522116269616857
aus_data_153	CCCNC(C)(C)COC(=O)c1ccccc1	Meprylcaine	-1.2081844253090743	0.7671978699663969
amar_data_199+swe2_data_411	O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(O)c1	Enterolactone	-2.6161761347307695	0.41490950427900686
amar_data_21	C=C(C)n1c(=O)[nH]c2ccccc21	1-(prop-1-en-2-yl)-1H-benzo[d]imidazol-2(3H)-one	-0.7310188756248599	0.38116469771419087
aus_data_246+amar_data_405+swe2_data_514	CC(O)C(N)C(=O)O	Threonine	-0.8513275329449719	0.3596471600846657
aus_data_85	Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1	Cytidine	-1.3860750073873906	0.3969244040738467
amar_data_417+swe2_data_802	COCCOCCOCCO	Triethylene glycol monomethyl ether	-1.743745191900563	0.6094091332213064
swe2_data_631	CCCCCCCCN1CCCC1=O	N-Octyl-2-pyrrolidone	-0.6198416478313696	0.44541288790270145
snf_data_230+swe2_data_273	COc1ccc(C(=O)c2ccccc2)c(O)c1	Benzophenone-3	-0.43261405855614365	0.2606121044076636
swe2_data_368	CN1CCC23c4c5ccc(O)c4OC2CCCC3C1C5	Desomorphine	-0.0254795462464739	
swe2_data_99	O=C(O)CC1CC2CCC1C2	2-Norbornaneacetic acid	-0.5472917601372642	0.2947070169599352
swe2_data_164	Cc1cc(O)cc(=O)o1	4-Hydroxy-6-methyl-2-pyrone	-0.27545838051162275	0.1858342275789716
amar_data_318	CCNC(=O)C1CC(C)CCC1C(C)C	N-Ethyl-4-menthane-3-carboxamide	0.09509084431602244	0.16735274799621327
aus_data_39	Cc1ccc([N+](=O)[O-])cc1N	5-Nitro-o-toluidine	-2.6345555512208128	0.1540936081076668
swe2_data_794	OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	Trehalose	-0.5301449762588624	0.41958558951763
swe2_data_557	Cc1cc(O)cc(C)c1S(C)(=O)=O	Methiocarb-TP methiocarb sulfone phenol (M05)	-1.576482535958874	0.44043285049269093
amar_data_220+swe2_data_453	NC(CCC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O	XHHOHZPNYFQJKL-UHFFFAOYSA-N	-1.8839165923004622	0.6256514846965137
swe2_data_80	O=C(O)C(O)c1cccc(O)c1	2-hydroxy-2-(3-hydroxyphenyl)acetic acid	-0.36791685836277255	0.2689572758634057
amar_data_66	Cc1cccc(C(=O)NCC(=O)O)c1	3-Methylhippuric acid	-0.8811774486016464	0.5725523712906934
amar_data_91	Nc1[nH]c(=O)ncc1F	5-Fluorocytosine	-0.5656844068948952	0.37244925639374815
swe2_data_454	NC(CCC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)O	Glutamyltyrosine	-1.280054957161544	0.5442491820089509
aus_data_221	CC(O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO	Octapropylene glycol	-0.7781512503836439	0.3744666081808562
swe2_data_817	CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC	Tylosin	-0.08688244272924252	
aus_data_3+swe2_data_20	O=c1[nH]sc2ccccc12	1,2-Benzisothiazolin-3-one	-0.7939104227665505	0.4726018153076011
amar_data_336+swe2_data_645	O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O	Oxazepam	-0.025319561841136082	0.2636781067246014
snf_data_2859	CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21	Pravastatin	-0.8404474566685911	0.10909296088348197
swe2_data_323	CC(C)=CCCC(C)=CC=O	Citral	-0.26560647837599777	0.19837432215304615
aus_data_58	CC(N)Cc1ccccc1	Amphetamine	-1.8102074632669314	0.4337639331907126
swe2_data_311	CCCCCCCCCCCCCCCCNc1ccc(C(=O)O)cc1	Cetaben	-1.026597538257271	0.4448452041410136
aus_data_151	CNC(C)Cc1ccc2c(c1)OCO2	MDMA	-0.12432096310214649	0.1265298960375508
aus_data_91+amar_data_178+snf_data_213+swe2_data_361	CCN(CC)C(=O)c1cccc(C)c1	DEET	-1.3607385522775022	0.7199898493837551
swe2_data_837	COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	Verapamil	-0.74404672332953	0.39107945559083246
snf_data_10685+swe2_data_250	CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl	Amlodipine	-0.20165974462509573	
swe2_data_594	CC(=O)Nc1ccc2c(c1)CCC2	N1-(2,3-Dihydro-1H-inden-5-yl)acetamide	-0.11128773694445823	
aus_data_33+swe2_data_187	Cc1ccncc1	4-Picoline	-1.4741691442979876	0.496451799963499
aus_data_317	CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	Cholic acid	-3.243651892579205	0.13195685128757642
swe2_data_175	Cc1c2c(n3c(nc4ccccc43)c1C#N)SCC2	4-methyl-2,3-dihydrothieno[3',2':5,6]pyrido[1,2-a]benzimidazole-5-carbonitrile	-1.9183008560533485	0.37720139806690633
amar_data_139+swe2_data_289	CCCCCCCCCCCCOCCOCCOCCOCCO	WPMWEFXCIYCJSA-UHFFFAOYSA-N	-0.6235114779182558	0.30891331890301765
aus_data_159+amar_data_289+swe2_data_562	COC(=O)Cc1c[nH]c2ccccc12	Methyl indole-3-acetate	-0.8025642306757954	0.72528348179048
snf_data_10563+swe2_data_326	Cc1ncsc1CCCl	Chlormethiazole	-0.048595258836161316	
swe2_data_405	COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC	Doxazosin	-0.024511767930792343	
swe2_data_734	O=C(O)CCCCCCCCC(=O)O	Sebacic acid	-1.0457534724991715	0.46523256865252505
amar_data_345+snf_data_3004+swe2_data_653	C#CCN(C)Cc1ccccc1	Pargyline	-0.5815392341359996	0.32962287534506873
amar_data_233+swe2_data_476	NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O	Hydrochlorothiazide	-0.11688986108017141	0.297159981652182
snf_data_288+swe2_data_261	CCNc1nc(Cl)nc(NC(C)C)n1	Atrazine	-0.5408026563877655	
amar_data_144+swe2_data_293	CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	ONJQDTZCDSESIW-UHFFFAOYSA-N	-1.1808505325392582	0.4317455018108755
swe2_data_138	O=C(O)c1c[nH]c2ccccc12	3-Indolylcarboxylic Acid	-1.3807947368614668	0.38658160392446206
aus_data_16	Cc1c(N)cccc1N	2,6-Diaminotoluene	-1.6874901866525907	0.31674271629493866
